"id","Topic12_Proportion","tokens","category","title","code","description","class"
"103079215653",0.938290450792145,"elementary  french  sequence  french  essential  french  grammar  vocabulary  culture  french  moderate_speed  vocabulary  structure  communicative  activity  listening_speaking  authentic  document  reading  skill  cultural  awareness  listening  skill  listening  video  material","Arts and Humanities","Elementary French","FRENCH 101","The sequence of FRENCH 101/102 presents the essentials of French grammar, vocabulary, and culture needed to communicate in French at a moderate speed. Vocabulary and structures are practiced through communicative activities stressing listening and speaking. Authentic documents are used to develop reading skills. Cultural awareness and listening skills are also developed through listening and video materials.","French"
"10462540338135",0.937559134260237,"first  year  korean  introductory  course  beginner  solid  foundation  modern  korean  korean  alphabet  course  balanced  development  basic  language  skill  listening_comprehension  reading  writing  end  semester  student  able  basic  idiomatic_expression  basic  grammatical  pattern  sentence  structure  speech  level  verb_tense  conversation  writing  understanding  aspect  korean  culture","Arts and Humanities","First Year Korean I","EALK 10111","This introductory course is designed to provide beginners with a solid foundation in modern Korean starting from the Korean alphabet. Throughout the course we will focus on the balanced development of the four basic language skills of speaking, listening comprehension, reading, and writing. At the end of semester students will be able to understand and articulate some basic idiomatic expressions and some basic grammatical patterns (e.g., sentence structure, speech levels, verb tenses) in conversation and writing and develop their understanding of aspects of Korean culture.","History"
"10531259832757",0.938009108643394,"elementary  french  sequence  french  essential  french  grammar  vocabulary  culture  french  moderate_speed  vocabulary  structure  communicative  activity  listening_speaking  authentic  document  reading  skill  cultural  awareness  listening  skill  listening  video  material","Arts and Humanities","Elementary French","FRENCH 101","The sequence of FRENCH 101/102 presents the essentials of French grammar, vocabulary, and culture needed to communicate in French at a moderate speed. Vocabulary and structures are practiced through communicative activities stressing listening and speaking. Authentic documents are used to develop reading skills. Cultural awareness and listening skills are also developed through listening and video materials.","French"
"10582799423645",0.938349963625029,"elementary  french  sequence  french  essential  french  grammar  vocabulary  culture  french  moderate_speed  vocabulary  structure  communicative  activity  listening_speaking  authentic  document  reading  skill  cultural  awareness  listening  skill  listening  video  material","Arts and Humanities","Elementary French","FRENCH 101","The sequence of FRENCH 101/102 presents the essentials of French grammar, vocabulary, and culture needed to communicate in French at a moderate speed. Vocabulary and structures are practiced through communicative activities stressing listening and speaking. Authentic documents are used to develop reading skills. Cultural awareness and listening skills are also developed through listening and video materials.","French"
"10668698772575",0.937761497958403,"elementary  french  sequence  french  essential  french  grammar  vocabulary  culture  french  moderate_speed  vocabulary  structure  communicative  activity  listening_speaking  authentic  document  reading  skill  cultural  awareness  listening  skill  listening  video  material","Arts and Humanities","Elementary French","FRENCH 101","The sequence of FRENCH 101/102 presents the essentials of French grammar, vocabulary, and culture needed to communicate in French at a moderate speed. Vocabulary and structures are practiced through communicative activities stressing listening and speaking. Authentic documents are used to develop reading skills. Cultural awareness and listening skills are also developed through listening and video materials.","French"
"10831907537034",0.938470460941064,"elementary  french  sequence  french  essential  french  grammar  vocabulary  culture  french  moderate_speed  vocabulary  structure  communicative  activity  listening_speaking  authentic  document  reading  skill  cultural  awareness  listening  skill  listening  video  material","Arts and Humanities","Elementary French","FRENCH 101","The sequence of FRENCH 101/102 presents the essentials of French grammar, vocabulary, and culture needed to communicate in French at a moderate speed. Vocabulary and structures are practiced through communicative activities stressing listening and speaking. Authentic documents are used to develop reading skills. Cultural awareness and listening skills are also developed through listening and video materials.","French"
"11570641898568",0.937663931393426,"elementary  french  sequence  french  essential  french  grammar  vocabulary  culture  french  moderate_speed  vocabulary  structure  communicative  activity  listening_speaking  authentic  document  reading  skill  cultural  awareness  listening  skill  listening  video  material","Arts and Humanities","Elementary French","FRENCH 101","The sequence of FRENCH 101/102 presents the essentials of French grammar, vocabulary, and culture needed to communicate in French at a moderate speed. Vocabulary and structures are practiced through communicative activities stressing listening and speaking. Authentic documents are used to develop reading skills. Cultural awareness and listening skills are also developed through listening and video materials.","French"
"12000138640435",0.93748232569595,"elementary  french  sequence  french  essential  french  grammar  vocabulary  culture  french  moderate_speed  vocabulary  structure  communicative  activity  listening_speaking  authentic  document  reading  skill  cultural  awareness  listening  skill  listening  video  material","Arts and Humanities","Elementary French","FRENCH 101","The sequence of FRENCH 101/102 presents the essentials of French grammar, vocabulary, and culture needed to communicate in French at a moderate speed. Vocabulary and structures are practiced through communicative activities stressing listening and speaking. Authentic documents are used to develop reading skills. Cultural awareness and listening skills are also developed through listening and video materials.","French"
"12429635379123",0.93748232569595,"elementary  french  sequence  french  essential  french  grammar  vocabulary  culture  french  moderate_speed  vocabulary  structure  communicative  activity  listening_speaking  authentic  document  reading  skill  cultural  awareness  listening  skill  listening  video  material","Arts and Humanities","Elementary French","FRENCH 101","The sequence of FRENCH 101/102 presents the essentials of French grammar, vocabulary, and culture needed to communicate in French at a moderate speed. Vocabulary and structures are practiced through communicative activities stressing listening and speaking. Authentic documents are used to develop reading skills. Cultural awareness and listening skills are also developed through listening and video materials.","French"
"12549894446840",0.938593076368276,"elementary  french  sequence  french  essential  french  grammar  vocabulary  culture  french  moderate_speed  vocabulary  structure  communicative  activity  listening_speaking  authentic  document  reading  skill  cultural  awareness  listening  skill  listening  video  material","Arts and Humanities","Elementary French","FRENCH 101","The sequence of FRENCH 101/102 presents the essentials of French grammar, vocabulary, and culture needed to communicate in French at a moderate speed. Vocabulary and structures are practiced through communicative activities stressing listening and speaking. Authentic documents are used to develop reading skills. Cultural awareness and listening skills are also developed through listening and video materials.","French"
